label,formula,atoms_before,atoms_after,reduction_ratio,sg_number,sg_symbol,success
mp-1080855,Ce16 Se32,48,14,0.2916666666666667,12,C2/m,True
mp-1080856,Ce16 Se32,48,4,0.08333333333333333,133,P42/nbc,True
mp-1080857,Ce16 Se32,48,24,0.5,2,P-1,True
mp-1080858,Ce12 Se24,36,4,0.1111111111111111,167,R-3c,True
mp-1080859,Ce16 Se32,48,4,0.08333333333333333,142,I41/acd,True
mp-1080860,Ce16 Se32,48,5,0.10416666666666667,140,I4/mcm,True
mp-1080863,Ce12 Se24,36,5,0.1388888888888889,166,R-3m,True
mp-1080864,Ce12 Se24,36,5,0.1388888888888889,177,P622,True
mp-1080865,Ce12 Se24,36,4,0.1111111111111111,195,P23,True
mp-1080866,Ce12 Se24,36,5,0.1388888888888889,162,P-31m,True
mp-1080867,Ce16 Se32,48,24,0.5,2,P-1,True
mp-1084851,Ce12 Se24,36,11,0.3055555555555556,36,Cmc21,True
mp-10869,S1,1,1,1.0,221,Pm-3m,True
mp-1087236,Ba2 As1 Se4 O3,10,7,0.7,8,Cm,True
mp-1087241,Ce12 Se24,36,12,0.3333333333333333,146,R3,True
mp-1087242,Ce16 Se32,48,5,0.10416666666666667,141,I41/amd,True
mp-1087550,Ce12 Se24,36,11,0.3055555555555556,12,C2/m,True
mp-1087552,Ce24 Se48,72,17,0.2361111111111111,59,Pmmn,True
mp-1087553,Ce12 Se24,36,10,0.2777777777777778,30,Pnc2,True
mp-1087554,Ce12 Se24,36,5,0.1388888888888889,166,R-3m,True
mp-1087555,Ce12 Se24,36,3,0.08333333333333333,211,I432,True
mp-1093705,K2 Hg1 Se1,4,3,0.75,71,Immm,True
mp-1093874,Cs2 Hg1 Se1,4,3,0.75,71,Immm,True
mp-1094038,Ta2 S6,8,3,0.375,41,Aea2,True
mp-1094073,S4,4,1,0.25,14,P21/c,True
mp-1094089,Ni1 S2,3,2,0.6666666666666666,139,I4/mmm,True
mp-1094151,Ce12 Se24,36,4,0.1111111111111111,194,P63/mmc,True
mp-1094152,Ce14 Se28,42,18,0.42857142857142855,12,C2/m,True
mp-1094153,Ce12 Se24,36,5,0.1388888888888889,163,P-31c,True
mp-1095455,Co1 C1 S1 N6 Cl2,11,7,0.6363636363636364,107,I4mm,True
mp-1095937,Rb2 Hg1 Se1,4,3,0.75,71,Immm,True
mp-1096184,Rb2 Hg1 Te1,4,3,0.75,71,Immm,True
mp-1096385,Na2 Hg1 Te1,4,3,0.75,71,Immm,True
mp-1096431,Ce16 Se32,48,24,0.5,2,P-1,True
mp-1096791,Ce32 Se64,96,25,0.2604166666666667,11,P21/m,True
mp-1096808,Ba2 Fe2 S2,6,3,0.5,129,P4/nmm,True
mp-1096982,H2 C2 S1,5,3,0.6,164,P-3m1,True
mp-1097108,K2 Hg1 Te1,4,3,0.75,71,Immm,True
mp-1097672,Cs2 Hg1 Te1,4,3,0.75,71,Immm,True
mp-1097767,H3 S1,4,3,0.75,8,Cm,True
mp-1098703,Ce4 Se8,12,5,0.4166666666666667,24,I212121,True
mp-1098704,Ce6 Se12,18,3,0.16666666666666666,167,R-3c,True
mp-1098705,Ce4 Se8,12,5,0.4166666666666667,13,P2/c,True
mp-1098707,Ce8 Se16,24,4,0.16666666666666666,120,I-4c2,True
mp-1099574,Ce16 Se32,48,24,0.5,2,P-1,True
mp-1099575,Ce32 Se64,96,17,0.17708333333333334,74,Imma,True
mp-1100189,Ce34 Se68,102,7,0.06862745098039216,203,Fd-3,True
mp-1100266,Ce34 Se68,102,11,0.10784313725490197,191,P6/mmm,True
mp-1100389,Ca2 Sn2 S6,10,6,0.6,5,C2,True
mp-1100419,Hf1 Te1 Ru1,3,3,1.0,216,F-43m,True
mp-1100439,Y1 Se1 Br1,3,3,1.0,216,F-43m,True
mp-1100777,V1 Te1 O3,5,3,0.6,221,Pm-3m,True
mp-1100877,Zn7 Ga22 Te40,69,69,1.0,160,R3m,True
mp-1100951,V1 Fe2 Se4,7,7,1.0,1,P1,True
mp-1100966,V8 Mo16 S32,56,56,1.0,1,P1,True
mp-1101023,Ti2 S2,4,2,0.5,59,Pmmn,True
mp-1101100,Ti3 S4,7,7,1.0,156,P3m1,True
mp-1101800,Mg1 S1 O9,11,5,0.45454545454545453,146,R3,True
mp-1101916,Na2 Fe2 S4 O4,12,4,0.3333333333333333,15,C2/c,True
mp-1101924,Ni1 S1 O9,11,5,0.45454545454545453,146,R3,True
mp-1102385,Cu4 C4 S4,12,3,0.25,84,P42/m,True
mp-1102535,Pt1 C4 S2 I2 O2,11,6,0.5454545454545454,2,P-1,True
mp-1102637,Mg1 Se1 O9,11,5,0.45454545454545453,146,R3,True
mp-1102751,Ni1 C2 S2 N6,11,5,0.45454545454545453,12,C2/m,True
mp-1102988,Cd2 S2 O8,12,6,0.5,12,C2/m,True
mp-1103074,Na4 S6 N2,12,6,0.5,12,C2/m,True
mp-1103188,Zr9 Te3,12,5,0.4166666666666667,166,R-3m,True
mp-1103291,Cu2 S2 N2 O6,12,4,0.3333333333333333,166,R-3m,True
mp-1103551,K4 Se8 N2,14,7,0.5,9,Cc,True
mp-1103616,Cu1 C2 S2 N6,11,5,0.45454545454545453,12,C2/m,True
mp-1103918,Cu2 Se2 N1 O10,15,7,0.4666666666666667,12,C2/m,True
mp-1104405,Na2 S4 O8,14,7,0.5,5,C2,True
mp-1104484,Ni1 S2 O12,15,8,0.5333333333333333,2,P-1,True
mp-1104583,Pt1 S2 N4 O8,15,7,0.4666666666666667,12,C2/m,True
mp-1104712,Hg2 C2 S2 N4 Cl4,14,7,0.5,4,P21,True
mp-1104737,Mg1 Te1 Cl6 O6,14,4,0.2857142857142857,148,R-3,True
mp-1104819,Pb2 C2 S2 Br4 N4,14,7,0.5,4,P21,True
mp-1104828,Pb1 S2 N2 O8,13,5,0.38461538461538464,166,R-3m,True
mp-1105011,W2 S4 N4 O4,14,4,0.2857142857142857,15,C2/c,True
mp-1105049,Te2 Mo12,14,3,0.21428571428571427,64,Cmce,True
mp-1105115,P2 Se6 N4 O2,14,7,0.5,2,P-1,True
mp-1105447,Ba2 Se4 O12,18,9,0.5,2,P-1,True
mp-1105736,Be2 S2 O16,20,4,0.2,140,I4/mcm,True
mp-1105847,Zr2 S2 O14,18,6,0.3333333333333333,15,C2/c,True
mp-1105916,Fe2 S2 O14,18,7,0.3888888888888889,11,P21/m,True
mp-1106035,Ca2 S2 O12,16,5,0.3125,15,C2/c,True
mp-1106055,Rb4 Mo2 S2 O8,16,6,0.375,166,R-3m,True
mp-1106081,Na4 Se2 O10,16,5,0.3125,63,Cmcm,True
mp-1106113,Hf2 S2 O14,18,6,0.3333333333333333,15,C2/c,True
mp-1106319,Cd2 C2 S2 Br4 N6 O2,18,9,0.5,9,Cc,True
mp-1106362,Te1 C4 Se4 N8 Cl2,19,10,0.5263157894736842,2,P-1,True
mp-1106390,C4 S4 N8,16,6,0.375,26,Pmc21,True
mp-11335,Be1 Se1,2,2,1.0,225,Fm-3m,True
mp-1147573,Ga2 Co1 S2 O2,7,4,0.5714285714285714,139,I4/mmm,True
mp-1147584,Na1 Cu1 S1 I1,4,4,1.0,123,P4/mmm,True
mp-1147622,In2 S4,6,2,0.3333333333333333,227,Fd-3m,True
mp-1147643,C2 S2,4,2,0.5,129,P4/nmm,True
mp-1147654,Cd2 Cu1 S2 O2,7,4,0.5714285714285714,139,I4/mmm,True
mp-1147722,Ca2 Cu1 S1 O2,6,4,0.6666666666666666,139,I4/mmm,True
mp-1147755,Ga2 Cu1 S2 O2,7,4,0.5714285714285714,139,I4/mmm,True
mp-1147770,In2 Co1 S2 O2,7,4,0.5714285714285714,139,I4/mmm,True
mp-1172860,Mn8 Te8,16,2,0.125,74,Imma,True
mp-1173117,Ta1 Re1 Se4,6,4,0.6666666666666666,187,P-6m2,True
mp-1173144,Ta4 Os2 Se12,18,7,0.3888888888888889,155,R32,True
mp-1173176,Te6 As12 O24,42,42,1.0,1,P1,True
mp-1173453,S18 N18,36,18,0.5,4,P21,True
mp-1173466,S18 N18,36,36,1.0,1,P1,True
mp-1173520,Nb2 H8 Se4,14,7,0.5,9,Cc,True
mp-1173549,Na1 Ni2 H3 S2 O10,18,15,0.8333333333333334,8,Cm,True
mp-1173599,Rb4 Se2 O8,14,7,0.5,9,Cc,True
mp-1173613,Nb4 Si2 Te8,14,8,0.5714285714285714,2,P-1,True
mp-1173629,Nb22 S24,46,12,0.2608695652173913,15,C2/c,True
mp-1173684,Na6 S6 O9,21,21,1.0,1,P1,True
mp-1173730,Na4 S2 O8,14,14,1.0,1,P1,True
mp-1173866,Na12 S12 O30,54,54,1.0,1,P1,True
mp-1178764,Zn1 C4 S4 N2 O12,23,12,0.5217391304347826,2,P-1,True
mp-1178812,Zn4 S4 O22,30,16,0.5333333333333333,2,P-1,True
mp-1178832,Y4 Ni4 S4 O28,40,40,1.0,1,P1,True
mp-1178936,Te1 O6,7,2,0.2857142857142857,225,Fm-3m,True
mp-1179087,Te2 C4 N8 O16,30,8,0.26666666666666666,15,C2/c,True
mp-1179088,Te2 O6,8,3,0.375,15,C2/c,True
mp-1179109,Te4 C24 I24 N8,60,4,0.06666666666666667,205,Pa-3,True
mp-1179159,Tl2 C8 S8 N2,20,10,0.5,2,P-1,True
mp-1179167,Te1 C4 Se4 N8 Cl2,19,10,0.5263157894736842,2,P-1,True
mp-1179193,Tl2 C8 S8 N2,20,10,0.5,2,P-1,True
mp-1179209,Te2 C4 S4 Br4 N8,22,22,1.0,1,P1,True
mp-1179210,Te2 C4 S4 I4 N8,22,22,1.0,1,P1,True
mp-1179214,Te1 C16 I4 N2,23,5,0.21739130434782608,139,I4/mmm,True
mp-1179238,Zn4 Fe4 S8 O64,80,21,0.2625,14,P21/c,True
mp-1179257,Sr2 P4 S4 O18,28,14,0.5,2,P-1,True
mp-1179287,Te2 I2 N2 O20,26,13,0.5,2,P-1,True
mp-1179291,Te4 P8 C24 N8 Cl8,52,13,0.25,14,P21/c,True
mp-1179294,Te2 C4 S4 N8 Cl4,22,6,0.2727272727272727,15,C2/c,True
mp-1179327,U4 S4 N4 O36,48,12,0.25,14,P21/c,True
mp-1179346,Te2 C8 S8 N16 F8,42,11,0.2619047619047619,15,C2/c,True
mp-1179369,Th4 S8 O64,76,19,0.25,14,P21/c,True
mp-1179389,Te2 C8 S8 N16 Cl4 O4,42,11,0.2619047619047619,14,P21/c,True
mp-1179413,Ta1 S2,3,2,0.6666666666666666,191,P6/mmm,True
mp-1179436,Sr4 Sb16 S28 O24,72,18,0.25,14,P21/c,True
mp-1179442,Sn4 C32 S24 N8,68,23,0.3382352941176471,12,C2/m,True
mp-1179444,Re4 C4 S4 N8 Cl12 O8,40,10,0.25,29,Pca21,True
mp-1179459,Sn5 C8 Se10 N2 O1,26,10,0.38461538461538464,82,I-4,True
mp-1179474,Se8 N4 O24,36,9,0.25,19,P212121,True
mp-1179503,U8 S4 N8 O42,62,62,1.0,1,P1,True
mp-1179513,Tl8 S8 O60,76,14,0.18421052631578946,62,Pnma,True
mp-1179558,Sb1 S4 N3,8,8,1.0,1,P1,True
mp-1179566,Sb1 S4 N3,8,8,1.0,1,P1,True
mp-1179577,Sc4 H20 S6 O34,64,33,0.515625,2,P-1,True
mp-1179606,Sb4 H12 C4 S8 N4,32,16,0.5,2,P-1,True
mp-1179622,S2 N2,4,2,0.5,2,P-1,True
mp-1179624,Sc4 H20 S6 O34,64,33,0.515625,2,P-1,True
mp-1179633,S4 N2 O18,24,12,0.5,2,P-1,True
mp-1179634,S4 I8 N8,20,10,0.5,2,P-1,True
mp-1179646,Sn1 Mo6 S8,15,8,0.5333333333333333,2,P-1,True
mp-1179666,Sn2 C4 S4 N4,14,7,0.5,2,P-1,True
mp-1179684,Rb1 S1,2,2,1.0,12,C2/m,True
mp-1179707,Sr1 Mo6 S8,15,8,0.5333333333333333,2,P-1,True
mp-1179718,Rb2 Sb6 S10 O2,20,10,0.5,2,P-1,True
mp-1179730,S8 N12 O32,52,28,0.5384615384615384,3,P2,True
mp-1179741,Rb8 S8 O32,48,12,0.25,14,P21/c,True
mp-1179746,Ru8 C40 S20 Cl16 O20,104,26,0.25,14,P21/c,True
mp-1179756,Rb2 Sb6 S10 O2,20,10,0.5,2,P-1,True
mp-1179885,Na2 Fe2 S4 O4,12,4,0.3333333333333333,15,C2/c,True
mp-1179891,Na2 Fe2 S4 O4,12,4,0.3333333333333333,15,C2/c,True
mp-1179932,Na1 Cr1 Se2,4,3,0.75,191,P6/mmm,True
mp-1179965,Pd4 S4 N12 O12,32,8,0.25,14,P21/c,True
mp-1179978,Pb2 C2 S2 Br4 N4,14,7,0.5,4,P21,True
mp-1179989,Pd2 C8 S8 I4 N16,38,10,0.2631578947368421,15,C2/c,True
mp-1180029,Pb1 C6 S6 N12 Cl2 O8,35,18,0.5142857142857142,2,P-1,True
mp-1180062,Ni4 S4 O44,52,13,0.25,19,P212121,True
mp-1180106,Na1 S1,2,2,1.0,12,C2/m,True
mp-1180125,Ni1 S1 O9,11,11,1.0,1,P1,True
mp-1180145,Ni1 H12 S1 O9,23,23,1.0,1,P1,True
mp-1180173,Na2 Ag2 S2 O10,16,8,0.5,2,P-1,True
mp-1180178,Ni2 S4 N4 O28,38,10,0.2631578947368421,14,P21/c,True
mp-1180184,Ni1 S2 O12,15,8,0.5333333333333333,2,P-1,True
mp-1180280,Mo3 C8 S13 N2,26,26,1.0,1,P1,True
mp-1180288,Na4 Hg6 S8 O4,22,5,0.22727272727272727,72,Ibam,True
mp-1180298,Na12 H24 S12 N12 O36,96,24,0.25,19,P212121,True
mp-1180310,Na4 S2 O10,16,5,0.3125,63,Cmcm,True
mp-1180353,Mg2 Os1 S6,9,3,0.3333333333333333,225,Fm-3m,True
mp-1180390,Mg4 Te4 I24 O24,56,56,1.0,1,P1,True
mp-1180405,Mg1 S1 O9,11,11,1.0,1,P1,True
mp-1180426,Na4 Ge2 S6 O14,26,13,0.5,2,P-1,True
mp-1180435,Na8 S4 O36,48,8,0.16666666666666666,95,P4322,True
mp-1180445,Na4 Te2 O10,16,5,0.3125,63,Cmcm,True
mp-1180450,Li4 V4 Te4 O20,32,8,0.25,19,P212121,True
mp-1180454,Na4 Te2 P2 O22,30,15,0.5,4,P21,True
mp-1180460,Mo3 C8 Se13 N2,26,16,0.6153846153846154,8,Cm,True
mp-1180472,Na2 Ni1 H4 Se2 O10,19,10,0.5263157894736842,2,P-1,True
mp-1180514,Li1 Ti1 S2 O2,6,4,0.6666666666666666,12,C2/m,True
mp-1180517,Mg1 S1 O9,11,11,1.0,1,P1,True
mp-1180545,Na4 Al4 S8 O80,96,7,0.07291666666666667,205,Pa-3,True
mp-1180556,Na8 P8 S8 O28,52,26,0.5,2,P-1,True
mp-1180598,Mg4 Te4 Br24 O24,56,56,1.0,1,P1,True
mp-1180605,Na2 Al2 S4 O38,46,13,0.2826086956521739,15,C2/c,True
mp-1180620,Na4 Se4 N4 O24,36,18,0.5,2,P-1,True
mp-1180648,K1 S1,2,2,1.0,12,C2/m,True
mp-1180684,Na4 H32 Se4 N4 O24,68,17,0.25,18,P21212,True
mp-1180732,Na12 As4 S16 O32,64,17,0.265625,14,P21/c,True
mp-1180833,La4 S6 O42,52,8,0.15384615384615385,176,P63/m,True
mp-1180952,K1 Fe3 H6 S2 O14,26,7,0.2692307692307692,166,R-3m,True
mp-1180975,Mg2 C8 S8 N4 O32 F24,78,20,0.2564102564102564,14,P21/c,True
mp-1180986,K4 Zn2 H24 S4 O28,62,16,0.25806451612903225,14,P21/c,True
mp-1181018,Na1 Al12 Ga1 S4 O66,84,12,0.14285714285714285,216,F-43m,True
mp-1181082,Hg4 S4 N4 Cl4,16,4,0.25,62,Pnma,True
mp-1181164,Mo6 S8,14,7,0.5,2,P-1,True
mp-1181191,K4 Al4 S8 O80,96,7,0.07291666666666667,205,Pa-3,True
mp-1181242,Np8 S4 O40,52,13,0.25,13,P2/c,True
mp-1181264,Ge1 Te1,2,2,1.0,8,Cm,True
mp-1181299,Mg2 U2 S4 O42,50,14,0.28,15,C2/c,True
mp-1181321,Ir2 S4 N10 Cl8 O12,36,10,0.2777777777777778,14,P21/c,True
mp-1181350,K4 Co2 C8 S8 N8 O6,36,20,0.5555555555555556,3,P2,True
mp-1181427,Fe2 Ag2 As2 S8 N12,26,6,0.23076923076923078,118,P-4n2,True
mp-1181467,Fe1 S6 N9 O18,34,18,0.5294117647058824,2,P-1,True
mp-1181516,Cu2 Te2,4,2,0.5,59,Pmmn,True
mp-1181523,Gd2 S3 O12,17,17,1.0,1,P1,True
mp-1181569,H20 C8 S8 N12,48,24,0.5,4,P21,True
mp-1181610,K8 Mo4 Se8 O44,64,16,0.25,14,P21/c,True
mp-1181631,Fe4 S4 O32,40,10,0.25,14,P21/c,True
mp-1181651,Fe2 C8 S4 N6 O10,30,15,0.5,2,P-1,True
mp-1181666,Fe2 S2 O14,18,7,0.3888888888888889,11,P21/m,True
mp-1181717,Co2 Te2 Mo2,6,3,0.5,129,P4/nmm,True
mp-1181718,Fe4 S4 O32,40,10,0.25,14,P21/c,True
mp-1181726,K4 Co2 C8 S8 N8 O6,36,10,0.2777777777777778,18,P21212,True
mp-1181731,H16 C4 S4 I4 N8,36,10,0.2777777777777778,15,C2/c,True
mp-1181732,Mo6 Se8,14,7,0.5,2,P-1,True
mp-1181788,Fe4 S4 O32,40,20,0.5,2,P-1,True
mp-1181880,Fe6 S6 O60,72,12,0.16666666666666666,148,R-3,True
mp-1181887,K12 Mo16 C4 S4 N4 O64,104,26,0.25,14,P21/c,True
mp-1181921,Ca2 S2 O12,16,6,0.375,12,C2/m,True
mp-1181934,Mg2 H32 C8 S8 N4 O32 F24,110,28,0.2545454545454545,14,P21/c,True
mp-1181950,Cd4 Se6 N4 O30,44,13,0.29545454545454547,11,P21/m,True
mp-1182041,Fe4 S4 Cl4 O40,52,13,0.25,14,P21/c,True
mp-1182096,K7 Na1 Te4 O32,44,13,0.29545454545454547,71,Immm,True
mp-1182147,C4 S4 N8,16,4,0.25,14,P21/c,True
mp-1182214,Cd2 C4 S4 N16 Cl4,30,8,0.26666666666666666,14,P21/c,True
mp-1182270,Cs4 Hg2 C4 S2 I8 O2,22,11,0.5,2,P-1,True
mp-1182371,Ba2 P4 S4 O18,28,14,0.5,2,P-1,True
mp-1182383,Ba2 Se4 O12,18,9,0.5,2,P-1,True
mp-1182432,Cd4 C8 S8 I8 N16,44,11,0.25,14,P21/c,True
mp-1182450,Ba2 S4 O16,22,6,0.2727272727272727,15,C2/c,True
mp-1182473,Bi4 Te4 I4 O12,24,10,0.4166666666666667,129,P4/nmm,True
mp-1182525,C8 S16 N16 O8,48,12,0.25,14,P21/c,True
mp-1182562,Bi2 Pd3 S2,7,5,0.7142857142857143,12,C2/m,True
mp-1182563,Ce4 S6 O36,46,12,0.2608695652173913,15,C2/c,True
mp-1182568,As4 S16 N12,32,12,0.375,11,P21/m,True
mp-1182583,Bi2 Se3,5,3,0.6,12,C2/m,True
mp-1182586,Ba4 Te4 S16 O36,60,15,0.25,14,P21/c,True
mp-1182611,Mo6 Pb1 Se8,15,8,0.5333333333333333,2,P-1,True
mp-1182615,Ca6 Mn2 S4 O34,46,15,0.32608695652173914,40,Ama2,True
mp-1182623,Mg1 Fe4 S6 O46,57,29,0.5087719298245614,2,P-1,True
mp-1182644,Np4 Co4 S8 N24 O48,88,18,0.20454545454545456,62,Pnma,True
mp-1182686,Fe6 S6 O60,72,12,0.16666666666666666,148,R-3,True
mp-1182688,Cs4 Ti4 H96 S8 O80,192,11,0.057291666666666664,205,Pa-3,True
mp-1182733,Mg2 H32 C8 S8 N4 O32 F24,110,28,0.2545454545454545,14,P21/c,True
mp-1182754,Ca1 Mo6 S8,15,8,0.5333333333333333,2,P-1,True
mp-1182770,Na12 As4 S4 O60,80,20,0.25,19,P212121,True
mp-1182783,Bi2 Te3,5,3,0.6,12,C2/m,True
mp-1182804,La4 H8 S4 N4 O28,48,12,0.25,76,P41,True
mp-1182810,Cd4 Se8 O36,48,12,0.25,14,P21/c,True
mp-1182814,Ga1 Mo4 Se8,13,10,0.7692307692307693,8,Cm,True
mp-1182830,K4 Ca4 Co4 C24 S24 O40,100,25,0.25,19,P212121,True
mp-1182848,Ba12 As8 S32 O28,80,20,0.25,14,P21/c,True
mp-1182916,Al4 Se4 O40,48,12,0.25,14,P21/c,True
mp-1182920,Al4 S8 N4 O80,96,7,0.07291666666666667,205,Pa-3,True
mp-1182998,Ag12 S4 N12 O12,40,8,0.2,57,Pbcm,True
mp-1183000,Ag1 C8 S4 N4 Cl1,18,6,0.3333333333333333,82,I-4,True
mp-1183001,Al4 Se6 O24,34,17,0.5,9,Cc,True
mp-1183002,Ag1 Bi1 Se2,4,3,0.75,12,C2/m,True
mp-1183010,Ag1 C8 S4 N4 Cl1,18,6,0.3333333333333333,82,I-4,True
mp-1183030,Ag2 S16 N18 Cl4 O24,64,11,0.171875,122,I-42d,True
mp-1183035,Al1 Mo4 S8,13,10,0.7692307692307693,8,Cm,True
mp-1183194,B1 Te1 O3,5,3,0.6,221,Pm-3m,True
mp-1183300,Ba3 Se1,4,2,0.5,221,Pm-3m,True
mp-1183434,Be6 S2,8,2,0.25,194,P63/mmc,True
mp-1184220,Ga1 Te1 O3,5,3,0.6,221,Pm-3m,True
mp-1184547,Hf3 Se1,4,2,0.5,221,Pm-3m,True
mp-1184641,Ge1 Te1 O3,5,3,0.6,221,Pm-3m,True
mp-1184749,Ir2 Se2,4,2,0.5,186,P63mc,True
mp-1184783,Ir3 Se1,4,3,0.75,139,I4/mmm,True
mp-1186027,Mo1 Se1,2,2,1.0,187,P-6m2,True
mp-1187062,Th6 Se2,8,2,0.25,194,P63/mmc,True
mp-1187074,Th3 S1,4,2,0.5,221,Pm-3m,True
mp-1187302,Tb3 S1,4,2,0.5,221,Pm-3m,True
mp-1187303,Tb3 Se1,4,2,0.5,221,Pm-3m,True
mp-1187377,Tb1 Te1 O3,5,3,0.6,221,Pm-3m,True
mp-1187392,Tc3 Te1,4,3,0.75,225,Fm-3m,True
mp-1187407,Te2 S6,8,2,0.25,194,P63/mmc,True
mp-1187488,Ti1 Te1 O3,5,3,0.6,221,Pm-3m,True
mp-1188005,Zr3 S1,4,2,0.5,221,Pm-3m,True
mp-1188087,Pt2 S2 N8 O8,20,4,0.2,141,I41/amd,True
mp-1188245,Nb2 S4 Cl9 O5,20,7,0.35,71,Immm,True
mp-1188270,Gd2 S3 O12,17,17,1.0,1,P1,True
mp-1188897,Be2 S2 O16,20,4,0.2,120,I-4c2,True
mp-1189291,Sr2 S4 O12,18,9,0.5,2,P-1,True
mp-1189292,Tl2 C8 S8 N2,20,10,0.5,2,P-1,True
mp-1189635,Zn3 Sn3 Se9 N1 O4,20,20,1.0,1,P1,True
mp-1189652,C4 S4 N8,16,4,0.25,14,P21/c,True
mp-1189676,Mn1 C2 S2 N2 O12,19,10,0.5263157894736842,2,P-1,True
mp-1189737,Hg4 S2 N2 Cl6 O6,20,9,0.45,36,Cmc21,True
mp-1189777,Cu1 C8 S4 N4 Cl1,18,6,0.3333333333333333,82,I-4,True
mp-119,Se1,1,1,1.0,229,Im-3m,True
mp-1190448,Na4 S2 O10,16,5,0.3125,63,Cmcm,True
mp-1190485,Ca2 S2 O12,16,6,0.375,12,C2/m,True
mp-1190520,Cd1 Ge4 C8 S10 N2,25,9,0.36,82,I-4,True
mp-1190795,Cr2 S2 O18,22,12,0.5454545454545454,2,P-1,True
mp-1190823,Pb4 S8 N12,24,6,0.25,14,P21/c,True
mp-1190896,Te2 C4 S4 Br4 N8,22,6,0.2727272727272727,15,C2/c,True
mp-1191103,Te2 C4 Se4 Br4 N8,22,11,0.5,2,P-1,True
mp-1191171,C4 S4 N8 O8,24,4,0.16666666666666666,62,Pnma,True
mp-1191290,Hg4 S2 N4 Cl8 O6,24,11,0.4583333333333333,11,P21/m,True
mp-1191291,Hg4 S2 Br8 N4 O6,24,11,0.4583333333333333,11,P21/m,True
mp-1191304,Nd2 S4 N2 O17,25,25,1.0,1,P1,True
mp-1191376,Te2 C4 S4 N8 Cl4,22,6,0.2727272727272727,15,C2/c,True
mp-1191504,Fe2 S4 N2 O16,24,8,0.3333333333333333,173,P63,True
mp-1191983,Mg4 S4 O16,24,6,0.25,14,P21/c,True
mp-1191992,Bi2 C8 S4 Cl6 O4,24,12,0.5,5,C2,True
mp-1192108,S4 N6 O12,22,6,0.2727272727272727,15,C2/c,True
mp-1192128,Te2 C4 S4 I4 N8,22,6,0.2727272727272727,15,C2/c,True
mp-1192156,Cu1 C4 S4 N2 O12,23,12,0.5217391304347826,2,P-1,True
mp-1192195,Cd1 Ge4 C8 S10 N2,25,9,0.36,82,I-4,True
mp-1192371,Te1 P2 N4 O14,21,11,0.5238095238095238,2,P-1,True
mp-1192430,Te2 C4 Se4 N8 Cl4,22,11,0.5,2,P-1,True
mp-1192523,Ag4 S2 N8 O8,22,4,0.18181818181818182,114,P-421c,True
mp-1192535,Hg4 S4 N4 Cl4 O12,28,6,0.21428571428571427,62,Pnma,True
mp-1192608,Cd1 C12 S4 N6,23,12,0.5217391304347826,2,P-1,True
mp-1192716,Pb2 C4 S4 Br4 N8,22,11,0.5,4,P21,True
mp-1192948,Li4 S4 N4 O16,28,7,0.25,33,Pna21,True
mp-1192951,Re2 S4 N2 O18,26,13,0.5,2,P-1,True
mp-1192972,Pb2 C6 S4 N2 O8 F4,26,13,0.5,2,P-1,True
mp-1192990,C8 Se4 N4 Cl4 O8,28,7,0.25,14,P21/c,True
mp-1193000,Ni1 C4 S4 N2 O12,23,12,0.5217391304347826,2,P-1,True
mp-1193014,Mo3 C8 S13 N2,26,26,1.0,1,P1,True
mp-1193023,Fe2 C8 S4 N6 O10,30,15,0.5,2,P-1,True
mp-1193033,Na4 Ge2 S6 O14,26,13,0.5,2,P-1,True
mp-1193070,Cu2 S4 N8 O12,26,7,0.2692307692307692,14,P21/c,True
mp-1193220,Hg2 C12 S8 N4,26,7,0.2692307692307692,15,C2/c,True
mp-1193297,Li2 S4 N6 O16,28,14,0.5,4,P21,True
mp-1193342,Ba2 Re6 S8 O14,30,15,0.5,2,P-1,True
mp-1193353,Te4 W2 N4 O16,26,13,0.5,4,P21,True
mp-1193380,K8 Sn2 S8 O8,26,13,0.5,2,P-1,True
mp-1193396,Sn4 C4 S4 N8 Cl8,28,7,0.25,14,P21/c,True
mp-1193461,Cd2 C8 S4 N8 O8,30,8,0.26666666666666666,18,P21212,True
mp-1193465,U2 C6 S2 N4 O16,30,10,0.3333333333333333,15,C2/c,True
mp-1193504,Li4 H7 Rh1 S3 O13,28,12,0.42857142857142855,146,R3,True
mp-1193526,Na4 Sn2 S6 O14,26,13,0.5,2,P-1,True
mp-1193559,Rb4 S4 N4 O16,28,6,0.21428571428571427,62,Pnma,True
mp-1193587,Te4 W2 N4 O16,26,13,0.5,4,P21,True
mp-1193611,Ba4 Te4 S12 O8,28,5,0.17857142857142858,57,Pbcm,True
mp-1193752,Cu4 Te4 O20,28,7,0.25,19,P212121,True
mp-1193765,Fe2 S8 Br8 N10,28,14,0.5,9,Cc,True
mp-1193783,Cu4 Te4 O20,28,7,0.25,19,P212121,True
mp-1193844,Zn2 Se4 O20,26,8,0.3076923076923077,15,C2/c,True
mp-1193924,Zn4 S4 O20,28,15,0.5357142857142857,2,P-1,True
mp-1194018,Ti2 S10 Cl4 O12,28,14,0.5,2,P-1,True
mp-1194055,Te2 C4 N8 O16,30,8,0.26666666666666666,15,C2/c,True
mp-1194196,Te2 I2 N2 O20,26,13,0.5,2,P-1,True
mp-1194200,Zn4 S4 O22,30,16,0.5333333333333333,2,P-1,True
